SentenceIndex	DocumentId	Entity	Relation	Slotfill	Correct	Incorrect	Sentence
10077	APW_ENG_20080206.0199.LDC2009T13	Rio Tinto's management-35	city	rio-32		1	Chinalco President Xiao Yaqing said this week in Australia that the stake it took in Rio Tinto reflected his company's confidence in the global economic outlook and the ability of Rio Tinto's management.
10267	APW_ENG_20080306.1575.LDC2009T13	Scottish league leader Rangers-4	nationality	scottish-1		1	Scottish league leader Rangers won with goals by Daniel Cousin and Steve Davis, while Fanis Gekas scored in the 77th for Leverkusen, and Ruben De la Red and Pablo Hernandez struck for Getafe at Benfica.
10353	APW_ENG_20080324.0919.LDC2009T13	American targets-14	nationality	american-13		1	Al-Qaida No. 2 Ayman al-Zawahri called on Muslims to strike Jewish and American targets anywhere in the world in revenge for Israel's offensive in the Gaza Strip in an audiotape Monday, part of a new push by the terror network to use anger over the violence to rally support.
10647	APW_ENG_20080421.0740.LDC2009T13	Stanford St. Jude Championship, TPC Southwind, Memphis, Tennessee-15	school	stanford-4		1	June 5-8 -- Stanford St. Jude Championship, TPC Southwind, Memphis, Tennessee
10699	APW_ENG_20080424.0202.LDC2009T13	American processing plant-28	nationality	american-26		1	Japan will not impose a blanket ban on U.S. beef imports, despite the discovery of a spinal column in a meat shipment from an American processing plant, a government spokesman said Thursday.
10715	APW_ENG_20080424.0202.LDC2009T13	U.S. exporters-2	nationality	u.s.-1		1	U.S. exporters must also remove spinal columns, brain tissue and other materials from shipments bound for Japan.
10937	APW_ENG_20080502.1098.LDC2009T13	California, Los Angeles-10	city	los angeles-10		1	It's near the University of California, Los Angeles, in the city's toney Westwood neighborhood where Beverly Hills, Brentwood and Hollywood practically intersect.
11002	APW_ENG_20080511.0391.LDC2009T13	Christian Wilhemsson-31	religion	christian-30		1	Anyone facing Sweden in a competitive match in the past few years could count on roughly the same formation: Zlatan Ibrahimovic spearheading the attack, Fredrik Ljungberg and Christian Wilhemsson foraying down the flanks, and workhorse Tobias Linderoth in a defensive midfield role.
11337	APW_ENG_20080703.0858.LDC2009T13	Washington's neighbors-34	province	washington-32		1	In Colombia, McCain praised the country's conservative president for squeezing drug barons, toured a harbor to watch narcotics interdiction programs and spoke out for free trade agreements with Washington's neighbors in the Western Hemisphere.
12644	APW_ENG_20081119.0613.LDC2009T13	Queens Park Rangers-3	city	queens-1		1	Queens Park Rangers hired Paulo Sousa as manager Wednesday despite the former Portugal playmaker having no experience in a top coaching job.
12887	APW_ENG_20081129.0494.LDC2009T13	U.S. manufacturer-25	nationality	u.s.-24		1	The development comes days after The Associated Press reported that FDA tests found traces of melamine in the infant formula of one major U.S. manufacturer and cyanuric acid, a chemical relative, in the formula of a second major maker.
13462	CNA_ENG_20080513.0031.LDC2009T13	Houston Chapter of the Global Alliance for Democracy and Peace and a Taiwan expatriate association-22	city	houston-8		1	The club members, sponsored by the Houston Chapter of the Global Alliance for Democracy and Peace and a Taiwan expatriate association in Austin, are scheduled to perform in Houston and Austin on May 23 and May 24, respectively, the official said.
13463	CNA_ENG_20080513.0031.LDC2009T13	Taiwanese aboriginal students whose mission-11	nationality	taiwanese-7		1	Most members of the club are Taiwanese aboriginal students whose mission is to promote Taiwan's aboriginal culture.
13466	CNA_ENG_20080513.0031.LDC2009T13	U.S. state of Texas-11	province	texas-11		1	Austin, the capital of the south-central U.S. state of Texas, is the fourth largest city in the state, while Houston, located in east Texas, is the largest city in the state and the fourth- largest city in the United States.
13652	LTW_ENG_20070313.0069.LDC2009T13	University of Nevada-Las Vegas-10	city	vegas-10		1	She got her chance when a University of Nevada-Las Vegas dean who knew her program head at the University of Munich offered her a senior scholarship and a teaching assistantship to pursue a master's degree in German literature.
14238	LTW_ENG_20070909.0013.LDC2009T13	Iraq's neighbors and discussions of donations-16	nationality	iraq-10		1	We will need regional security negotiations among all of Iraq's neighbors and discussions of donations from wealthy nations -- including oil-rich Muslim countries -- to help rebuild Iraq.
14717	LTW_ENG_20080111.0123.LDC2009T13	U.S. targets-43	nationality	u.s.-42		1	The Pentagon said Thursday that the radio threat to bomb U.S. warships in the Persian Gulf last weekend may not have come from the five Iranian Revolutionary Guard speedboats that approached them -- and may not even have been intended against U.S. targets.
14722	LTW_ENG_20080111.0123.LDC2009T13	Washington Post-9	province	washington-8		1	But Farsi speakers and Iranians told The Washington Post that the accent did not sound Iranian.
15077	LTW_ENG_20080318.0026.LDC2009T13	Tom Schatz, president of Citizens-29	jobTitle	president-27		1	"If it was going to cost $11 billion in the first place, somebody should have said so," said Tom Schatz, president of Citizens Against Government Waste.
15431	LTW_ENG_20080924.0132.LDC2009T13	Los Angeles County Superior Court-10	city	los angeles-7		1	The lawsuit, filed in Los Angeles County Superior Court, alleges that the Auto Club imposes a quota system regarding battery sales on the tow truck operators who answer roadside assistance calls placed by club members.
15533	LTW_ENG_20081014.0111.LDC2009T13	Hampton Roads-34	city	hampton-33		1	"It's going to come right down to the wire here, and it's pretty clear that the road to victory in 2008 is going to run right through the Hampton Roads," Palin said.
15541	LTW_ENG_20081014.0111.LDC2009T13	Hampton Roads-6	city	hampton-5		1	It comes down to Hampton Roads," said state Del.
15553	LTW_ENG_20081014.0111.LDC2009T13	Hampton Roads-20	city	hampton-19		1	Republican Attorney General Robert McDonnell, who spoke at the rally, said he thinks McCain will win Hampton Roads, but he added that it was important for McCain to come to the area anyway to shore up the base.
15855	NYT_ENG_20070123.0229.LDC2009T13	regulator, the Financial Services Authority of Britain-20	nationality	britain-20		1	Markets that trade in London are required to certify to the main regulator, the Financial Services Authority of Britain, that they are "recognized investment exchanges."
16240	NYT_ENG_20070223.0174.LDC2009T13	Northeastern University Center-19	school	northeastern university-18		1	"It's really a quagmire," said Ted Clark, executive director of the Northeastern University Center for Family Business.
16240	NYT_ENG_20070223.0174.LDC2009T13	Ted Clark, executive director of the Northeastern University Center-19	school	university center-19		1	"It's really a quagmire," said Ted Clark, executive director of the Northeastern University Center for Family Business.
16446	NYT_ENG_20070310.0013.LDC2009T13	Bermuda grass-25	nationality	bermuda-24		1	Since October, the resort initiated its typical overseeding program with a rye grass meant to keep the place looking green when the Bermuda grass went dormant.
16516	NYT_ENG_20070312.0107.LDC2009T13	Princeton University-12	school	princeton-11		1	"He's wonderful," said Charles Fefferman of Princeton University, himself a former child prodigy and a Fields Medalist.
16910	NYT_ENG_20070413.0234.LDC2009T13	J. Scott Carpenter, a deputy assistant secretary of state-28	jobTitle	deputy assistant secretary-26		1	The documents show that the officials involved in making arrangements for the transfer to the State Department included J. Scott Carpenter, a deputy assistant secretary of state.
16985	NYT_ENG_20070503.0117.LDC2009T13	New York City Ballet's predecessor-24	province	new york-20		1	He also gave a lecture tour ranging from Boston to Chicago (donating all his fees to the New York City Ballet's predecessor, Ballet Society) and presented the Hunter College premiere of an opera he commissioned.
17003	NYT_ENG_20070503.0117.LDC2009T13	Tennessee Williams-9	province	tennessee-8		1	I spotted only one significant omission: Tennessee Williams, whom Kirstein helped early in the 1940s, albeit briefly.
17120	NYT_ENG_20070510.0270.LDC2009T13	Brownlow M. Speer, a state public defender-8	jobTitle	defender-8		1	Brownlow M. Speer, a state public defender who represented Suliveres in the challenge, praised the ruling.
17167	NYT_ENG_20070516.0154.LDC2009T13	New York mayor-5	province	new york-4		1	The former New York mayor's bid for the Republican presidential nomination has brought more national attention to the firm, as designed.
17173	NYT_ENG_20070516.0154.LDC2009T13	Lee Miringoff, director of the Marist College Institute of Public Opinion-12	school	college institute-9		1	Lee Miringoff, director of the Marist College Institute of Public Opinion in New York, said that Giuliani's law firm connections have helped him in fundraising in Texas and will not likely hurt him in GOP primaries dominated by business-friendly conservative voters.
17284	NYT_ENG_20070605.0003.LDC2009T13	Ron Guidry, the Yankees' pitching coach-18	nationality	yankees-15		1	"It can go a long way," said Ron Guidry, the Yankees' pitching coach, who speaks from experience, an experience Boston fans thought they had finally ripped from their psyches.
17892	NYT_ENG_20070804.0058.LDC2009T13	Hanover, Rudolph Giuliani's ex-wife-10	city	hanover-5		1	Through her spokeswoman, Hanover, Rudolph Giuliani's ex-wife, declined to comment for this article.
19307	NYT_ENG_20080227.0187.LDC2009T13	America's biggest home builders-18	nationality	america-14		1	It has also taken a large position in Toll Brothers, one of America's biggest home builders.
19467	NYT_ENG_20080416.0147.LDC2009T13	Brig. Gen. Zuhair-30	city	brig-26		1	"It is part of the healing process of this country and of Baghdad to enforce the law, law by law," said Brig. Gen. Zuhair Abada Mraweh, traffic commander for the capital's Rusafah district.
19570	NYT_ENG_20080421.0149.LDC2009T13	American Idol-31	nationality	american-30		1	In politics as in show business too many appearances can weaken their value: All three presidential candidates taped appeals for donations for a special star-studded episode of "American Idol" this month and all three were bumped by bigger stars (Reese Witherspoon, Miley Cyrus) and relegated to the next night.
19635	NYT_ENG_20080425.0070.LDC2009T13	Barr, whose wife, Jeri, is chief executive officer of the nonprofit Center-40	jobTitle	chief executive officer-36		1	"Certainly what little sphere of privacy we've been able to recapture over the last couple of years will dissipate immediately," said Barr, whose wife, Jeri, is chief executive officer of the nonprofit Center for Family Resources in North Metro-Atlanta.
20150	NYT_ENG_20080909.0108.LDC2009T13	Sen. Barack Obama's education plan, Sen. John-12	jobTitle	sen.-4		1	In comparison with Sen. Barack Obama's education plan, Sen. John McCain's is terse.
20369	NYT_ENG_20081201.0134.LDC2009T13	Washington lawmakers-10	province	washington-9		1	For the Big Three automakers to win over Washington lawmakers in their bid for federal aid, they will have to address a key question in the business plans they present Congress with on Tuesday.
20754	XIN_ENG_20070226.0133.LDC2009T13	Palestinian Authority-39	nationality	palestinian-38		1	The Russian Foreign Ministry said in a statement on Thursday that, during Meshaal's visit, "Russia plans to continue its efforts to help restore stability on the Palestinian territories and resolve disputes within the Palestinian Authority following the Mecca agreement between Fatah and Hamas."
20759	XIN_ENG_20070226.0323.LDC2009T13	Shanghai Composite Index-13	city	shanghai-11		1	Chinese shares opened slightly higher on Tuesday as the benchmark Shanghai Composite Index opened at 3,048.83 points, up by 8.23 points, or 0.27 percent.
21202	XIN_ENG_20071018.0319.LDC2009T13	South African Property Owners-31	nationality	south african-29		1	She said this led to an establishment of a shopping center security initiative, which is a partnership between the South Africa Council of Shopping Centers, South African Property Owners, the Consumer Goods Council of South Africa, and the BAC.
21210	XIN_ENG_20071022.0285.LDC2009T13	Bear Stearns, the U.S. investment bank-7	nationality	u.s.-5		1	Bear Stearns, the U.S. investment bank battered by slumping mortgage markets, and China's CITIC Securities have agreed to swap stakes in each other and form a broad alliance, the firms said on Monday.
21225	XIN_ENG_20071031.0246.LDC2009T13	Chandrapala Liyanage, the president 's director general-17	jobTitle	president-14		1	He expects the media to act responsibly," Chandrapala Liyanage, the president 's director general for media said.
21275	XIN_ENG_20071109.0327.LDC2009T13	Nepal (Maoist) members-27	nationality	nepal-23		1	The locals launched their protest in order to pressure the government to take action against a group of the Communist Party of Nepal (Maoist) members who beat up a local resident a few days earlier.
